iter,fitness,moved_station,old_cell,new_cell,layout
738,0.28916606727385774,5,3571,816,"[6187 3931 3943 2586 2113  816 5906 1604 2179 3706 1621  875 7258 4148
  979 2754 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 7193 3027 3604 2434 3721]"
739,0.2830325140028747,4,2113,7394,"[6187 3931 3943 2586 7394  816 5906 1604 2179 3706 1621  875 7258 4148
  979 2754 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 7193 3027 3604 2434 3721]"
740,0.2857463745852318,15,2754,1331,"[6187 3931 3943 2586 7394  816 5906 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 7193 3027 3604 2434 3721]"
741,0.2910085913064726,37,3604,2591,"[6187 3931 3943 2586 7394  816 5906 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 7193 3027 2591 2434 3721]"
742,0.29562473811395285,6,5906,3142,"[6187 3931 3943 2586 7394  816 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 7193 3027 2591 2434 3721]"
743,0.301890629977845,35,7193,6975,"[6187 3931 3943 2586 7394  816 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 6975 3027 2591 2434 3721]"
744,0.29952653435198967,37,2591,669,"[6187 3931 3943 2586 7394  816 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 6975 3027  669 2434 3721]"
745,0.29806815758440003,37,669,3726,"[6187 3931 3943 2586 7394  816 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 6975 3027 3726 2434 3721]"
746,0.2977478413975881,5,816,1686,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 1467 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 6975 3027 3726 2434 3721]"
747,0.2963880672020625,19,1467,3066,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316 6975 3027 3726 2434 3721]"
748,0.29421167206165244,35,6975,813,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2049 2307 2011 5902 6909 1044 2025 2172
 3308 3219 2298 1309 6610 3662  316  813 3027 3726 2434 3721]"
749,0.2914279335239234,28,3308,1265,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2049 2307 2011 5902 6909 1044 2025 2172
 1265 3219 2298 1309 6610 3662  316  813 3027 3726 2434 3721]"
750,0.2900775240231708,33,3662,2593,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2049 2307 2011 5902 6909 1044 2025 2172
 1265 3219 2298 1309 6610 2593  316  813 3027 3726 2434 3721]"
751,0.2870037809669086,20,2049,2866,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2866 2307 2011 5902 6909 1044 2025 2172
 1265 3219 2298 1309 6610 2593  316  813 3027 3726 2434 3721]"
752,0.2922313057729752,22,2011,3437,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2866 2307 3437 5902 6909 1044 2025 2172
 1265 3219 2298 1309 6610 2593  316  813 3027 3726 2434 3721]"
753,0.28714821450619793,31,1309,7112,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2866 2307 3437 5902 6909 1044 2025 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 3721]"
754,0.2819413116405091,26,2025,7404,"[6187 3931 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2866 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 3721]"
755,0.2848899675684423,1,3931,822,"[6187  822 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 2866 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 3721]"
756,0.28390543677460395,20,2866,3497,"[6187  822 3943 2586 7394 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 3721]"
757,0.2894107889255281,4,7394,1954,"[6187  822 3943 2586 1954 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 3721]"
758,0.2847495703668796,39,3721,2530,"[6187  822 3943 2586 1954 1686 3142 1604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 2530]"
759,0.2791368719178313,7,1604,604,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
  979 1331 3991  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 2530]"
760,0.2818045949235646,16,3991,3308,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
  979 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 2298 7112 6610 2593  316  813 3027 3726 2434 2530]"
761,0.2794834185121591,30,2298,3852,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
  979 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 3852 7112 6610 2593  316  813 3027 3726 2434 2530]"
762,0.27784696485048443,14,979,4133,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 3852 7112 6610 2593  316  813 3027 3726 2434 2530]"
763,0.2788841825805273,36,3027,2148,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 3852 7112 6610 2593  316  813 2148 3726 2434 2530]"
764,0.27933616807374784,32,6610,1866,"[6187  822 3943 2586 1954 1686 3142  604 2179 3706 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 3852 7112 1866 2593  316  813 2148 3726 2434 2530]"
765,0.2811740886953803,9,3706,3858,"[6187  822 3943 2586 1954 1686 3142  604 2179 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 3219 3852 7112 1866 2593  316  813 2148 3726 2434 2530]"
766,0.2752496315121958,29,3219,2571,"[6187  822 3943 2586 1954 1686 3142  604 2179 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316  813 2148 3726 2434 2530]"
767,0.27541908382611663,8,2179,1180,"[6187  822 3943 2586 1954 1686 3142  604 1180 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316  813 2148 3726 2434 2530]"
768,0.27651546918600095,35,813,4573,"[6187  822 3943 2586 1954 1686 3142  604 1180 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 2148 3726 2434 2530]"
769,0.2748168523652442,36,2148,1105,"[6187  822 3943 2586 1954 1686 3142  604 1180 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
770,0.2703295348533543,3,2586,2658,"[6187  822 3943 2658 1954 1686 3142  604 1180 3858 1621  875 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
771,0.2694472655649662,11,875,618,"[6187  822 3943 2658 1954 1686 3142  604 1180 3858 1621  618 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
772,0.2678470223573182,2,3943,193,"[6187  822  193 2658 1954 1686 3142  604 1180 3858 1621  618 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
773,0.2686561760589008,3,2658,3517,"[6187  822  193 3517 1954 1686 3142  604 1180 3858 1621  618 7258 4148
 4133 1331 3308  769 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
774,0.2680131988887315,17,769,598,"[6187  822  193 3517 1954 1686 3142  604 1180 3858 1621  618 7258 4148
 4133 1331 3308  598 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
775,0.26473689253687105,13,4148,3984,"[6187  822  193 3517 1954 1686 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497 2307 3437 5902 6909 1044 7404 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
776,0.2697530911869262,26,7404,1397,"[6187  822  193 3517 1954 1686 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497 2307 3437 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
777,0.27086368293422397,1,822,4289,"[6187 4289  193 3517 1954 1686 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497 2307 3437 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
778,0.27162411285347315,5,1686,3881,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497 2307 3437 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
779,0.25896362600795764,22,3437,3705,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497 2307 3705 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
780,0.2587997100006051,21,2307,949,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3308  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
781,0.25562624565928943,16,3308,3314,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 3984
 4133 1331 3314  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
782,0.2564938622959566,15,1331,1892,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 3984
 4133 1892 3314  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
783,0.2581615822707607,13,3984,2693,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 2693
 4133 1892 3314  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 1265 2571 3852 7112 1866 2593  316 4573 1105 3726 2434 2530]"
784,0.258537337149058,30,3852,3421,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 2693
 4133 1892 3314  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 1265 2571 3421 7112 1866 2593  316 4573 1105 3726 2434 2530]"
785,0.2637344095437,28,1265,2182,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 2693
 4133 1892 3314  598 2862 3066 3497  949 3705 5902 6909 1044 1397 2172
 2182 2571 3421 7112 1866 2593  316 4573 1105 3726 2434 2530]"
786,0.2618495250804991,18,2862,1601,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 1044 1397 2172
 2182 2571 3421 7112 1866 2593  316 4573 1105 3726 2434 2530]"
787,0.2672047365519697,25,1044,3434,"[6187 4289  193 3517 1954 3881 3142  604 1180 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 3421 7112 1866 2593  316 4573 1105 3726 2434 2530]"
788,0.2665787612466748,8,1180,1044,"[6187 4289  193 3517 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 3421 7112 1866 2593  316 4573 1105 3726 2434 2530]"
789,0.26912407502816255,30,3421,1314,"[6187 4289  193 3517 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 1866 2593  316 4573 1105 3726 2434 2530]"
790,0.2600536262952661,3,3517,1401,"[6187 4289  193 1401 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 1866 2593  316 4573 1105 3726 2434 2530]"
791,0.26313308251565565,1,4289,2509,"[6187 2509  193 1401 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 1866 2593  316 4573 1105 3726 2434 2530]"
792,0.2619872808084407,32,1866,7179,"[6187 2509  193 1401 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593  316 4573 1105 3726 2434 2530]"
793,0.2712607464886441,34,316,3150,"[6187 2509  193 1401 1954 3881 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 3150 4573 1105 3726 2434 2530]"
794,0.26689215809760625,5,3881,2636,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 3150 4573 1105 3726 2434 2530]"
795,0.26482953176393736,36,1105,4418,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 1892 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 3150 4573 4418 3726 2434 2530]"
796,0.27231794352927086,15,1892,6831,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 3150 4573 4418 3726 2434 2530]"
797,0.27239757288554367,38,2434,1320,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 3150 4573 4418 3726 1320 2530]"
798,0.2654184019734568,34,3150,1752,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 1601 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
799,0.26768047585702903,18,1601,2002,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 2002 3066 3497  949 3705 5902 6909 3434 1397 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
800,0.26541032494247097,26,1397,3372,"[6187 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 2002 3066 3497  949 3705 5902 6909 3434 3372 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
801,0.27468302796605504,0,6187,2870,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 2002 3066 3497  949 3705 5902 6909 3434 3372 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
802,0.2757542153012289,22,3705,3943,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
 4133 6831 3314  598 2002 3066 3497  949 3943 5902 6909 3434 3372 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
803,0.2793580378865056,14,4133,522,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
  522 6831 3314  598 2002 3066 3497  949 3943 5902 6909 3434 3372 2172
 2182 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
804,0.27125570591336146,28,2182,827,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
  522 6831 3314  598 2002 3066 3497  949 3943 5902 6909 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 3726 1320 2530]"
805,0.27573952960370524,37,3726,2443,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
  522 6831 3314  598 2002 3066 3497  949 3943 5902 6909 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
806,0.2811847926125125,24,6909,1901,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621  618 7258 2693
  522 6831 3314  598 2002 3066 3497  949 3943 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
807,0.28024997610021385,11,618,3745,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621 3745 7258 2693
  522 6831 3314  598 2002 3066 3497  949 3943 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
808,0.2822348804451897,16,3314,4075,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621 3745 7258 2693
  522 6831 4075  598 2002 3066 3497  949 3943 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
809,0.2865202718216572,13,2693,2189,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3497  949 3943 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
810,0.2845929594902126,22,3943,1802,"[2870 2509  193 1401 1954 2636 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3497  949 1802 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
811,0.28632715871040154,5,2636,2090,"[2870 2509  193 1401 1954 2090 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3497  949 1802 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
812,0.2841520887563981,20,3497,3105,"[2870 2509  193 1401 1954 2090 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901 3434 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
813,0.2808003270586853,25,3434,770,"[2870 2509  193 1401 1954 2090 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372 2172
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
814,0.27439576981749714,27,2172,247,"[2870 2509  193 1401 1954 2090 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
815,0.26659931151438376,0,2870,4443,"[4443 2509  193 1401 1954 2090 3142  604 1044 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
816,0.2641534448296506,8,1044,3350,"[4443 2509  193 1401 1954 2090 3142  604 3350 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 7112 7179 2593 1752 4573 4418 2443 1320 2530]"
817,0.264748105346164,31,7112,4409,"[4443 2509  193 1401 1954 2090 3142  604 3350 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 2593 1752 4573 4418 2443 1320 2530]"
818,0.27707746370501957,6,3142,2937,"[4443 2509  193 1401 1954 2090 2937  604 3350 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 2593 1752 4573 4418 2443 1320 2530]"
819,0.27766412159291054,33,2593,6476,"[4443 2509  193 1401 1954 2090 2937  604 3350 3858 1621 3745 7258 2189
  522 6831 4075  598 2002 3066 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
820,0.28217195572648923,19,3066,834,"[4443 2509  193 1401 1954 2090 2937  604 3350 3858 1621 3745 7258 2189
  522 6831 4075  598 2002  834 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
821,0.2805080907996037,13,2189,3147,"[4443 2509  193 1401 1954 2090 2937  604 3350 3858 1621 3745 7258 3147
  522 6831 4075  598 2002  834 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
822,0.28205075874408325,8,3350,1907,"[4443 2509  193 1401 1954 2090 2937  604 1907 3858 1621 3745 7258 3147
  522 6831 4075  598 2002  834 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
823,0.27970707034418707,12,7258,2039,"[4443 2509  193 1401 1954 2090 2937  604 1907 3858 1621 3745 2039 3147
  522 6831 4075  598 2002  834 3105  949 1802 5902 1901  770 3372  247
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
824,0.28452759682055523,27,247,1122,"[4443 2509  193 1401 1954 2090 2937  604 1907 3858 1621 3745 2039 3147
  522 6831 4075  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
825,0.29221938460687025,16,4075,2871,"[4443 2509  193 1401 1954 2090 2937  604 1907 3858 1621 3745 2039 3147
  522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
826,0.28865884297029765,8,1907,1838,"[4443 2509  193 1401 1954 2090 2937  604 1838 3858 1621 3745 2039 3147
  522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
827,0.2870086356721766,3,1401,4292,"[4443 2509  193 4292 1954 2090 2937  604 1838 3858 1621 3745 2039 3147
  522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
828,0.28922587478233824,5,2090,2256,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1621 3745 2039 3147
  522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
829,0.2852917457626941,13,3147,961,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1621 3745 2039  961
  522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
830,0.28640146161806734,14,522,2522,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1621 3745 2039  961
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
831,0.2937237555990422,13,961,3365,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1621 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
832,0.2938663617197409,10,1621,1551,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7179 6476 1752 4573 4418 2443 1320 2530]"
833,0.29236400162245896,32,7179,7041,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7041 6476 1752 4573 4418 2443 1320 2530]"
834,0.2884092497174825,35,4573,1097,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1314 4409 7041 6476 1752 1097 4418 2443 1320 2530]"
835,0.28668764390195295,30,1314,1244,"[4443 2509  193 4292 1954 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1244 4409 7041 6476 1752 1097 4418 2443 1320 2530]"
836,0.29035357406603424,4,1954,3378,"[4443 2509  193 4292 3378 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 2871  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1244 4409 7041 6476 1752 1097 4418 2443 1320 2530]"
837,0.28713355267320545,16,2871,4288,"[4443 2509  193 4292 3378 2256 2937  604 1838 3858 1551 3745 2039 3365
 2522 6831 4288  598 2002  834 3105  949 1802 5902 1901  770 3372 1122
  827 2571 1244 4409 7041 6476 1752 1097 4418 2443 1320 2530]"
