iter,fitness,moved_station,old_cell,new_cell
748,0.3053174494476724,35,7401,1682
749,0.3104693899984614,28,2537,2050
750,0.30996848042828495,33,3504,2811
751,0.3194167230415595,20,1258,3016
752,0.32088350255164133,22,1621,3854
753,0.3232672888333397,31,953,7403
754,0.3227428937630311,26,2639,7466
755,0.33250247054871673,1,3875,740
756,0.32730967984740256,20,3016,3375
757,0.3357361452028685,4,7053,2110
758,0.34072725836888684,39,3535,2641
759,0.34010324285949134,7,1303,558
760,0.3385316564386779,16,4436,3876
761,0.3405710107711032,30,2149,6046
762,0.33426721219789096,14,960,4237
763,0.33293372257542575,36,2688,1660
764,0.33468596427330977,32,4275,1258
765,0.33348831471637097,9,3812,4132
766,0.3358935909353812,29,3008,2939
767,0.3422420619936942,8,1724,963
768,0.3409530236784929,35,1682,6481
769,0.34067655839344624,36,1660,1442
770,0.3453712456584779,3,2580,2649
771,0.34075962038743457,11,981,604
772,0.3389966434693682,2,3940,122
773,0.3365609678760599,3,2649,3746
774,0.3346939068370739,17,551,618
775,0.3294824996654234,13,4358,4292
776,0.3296050409813042,26,7466,1622
777,0.32874969276550575,1,740,4643
778,0.32649810011577773,5,2084,3811
779,0.31832144839700177,22,3854,3870
780,0.3140703373315153,21,1462,1057
781,0.3149923115659579,16,3876,3558
782,0.31564323578713016,15,2029,1820
783,0.3145375178355112,13,4292,2536
784,0.31436453794252894,30,6046,4072
785,0.3095030711175087,28,2050,2167
786,0.30528455570060703,18,2516,2011
787,0.30700534042301036,25,876,3433
788,0.30697102233236156,8,963,947
789,0.31720098570998156,30,4072,1177
790,0.3262206715227487,3,3746,2046
791,0.33240860993242644,1,4643,2661
792,0.3307141278889191,32,1258,7255
793,0.33396579131773224,34,306,3784
794,0.33501115137820103,5,3811,2216
795,0.3359008951349094,36,1442,5832
796,0.33647612703895236,15,1820,6907
797,0.33952315117367493,38,2019,1168
798,0.34332661084358745,34,3784,1330
799,0.3434837484477344,18,2011,1962
800,0.3470488992792817,26,1622,4001
801,0.34764357541239826,0,4301,2580
802,0.3525832378681587,22,3870,4363
803,0.35523284070790717,14,4237,384
804,0.35422471433652203,28,2167,1226
805,0.35655977107331843,37,4707,2471
806,0.3585507369687546,24,4698,2009
807,0.35827224384960116,11,604,3938
808,0.3579030253444534,16,3558,4018
809,0.36335751692183305,13,2536,2092
810,0.3634725143689262,22,4363,1856
811,0.36239285001936977,5,2216,2282
812,0.3538627595786988,20,3375,3601
813,0.3516767748037184,25,3433,743
814,0.3411541008994488,27,3284,248
815,0.34589022385350543,0,2580,4504
816,0.35463865952787016,8,947,3358
817,0.352094640659385,31,7403,4427
818,0.3507801753130719,6,3510,3087
819,0.34879953202638686,33,2811,5416
820,0.3460422325624603,19,3240,875
821,0.34301974147522674,13,2092,3173
822,0.33920114522922995,8,3358,2231
823,0.3382865446325618,12,5403,2536
824,0.34034955582819026,27,248,1673
825,0.3527603078488692,16,4018,3217
826,0.34769261247907457,8,2231,2162
827,0.34364260034236915,3,2046,3802
828,0.3396061772648466,5,2282,2455
829,0.3368998519431494,13,3173,1336
830,0.33915012245429355,14,384,2648
831,0.3440163314596383,13,1336,3310
832,0.3451327136585923,10,1596,1665
833,0.3459766460347002,32,7255,7328
834,0.3488060945874861,35,6481,909
835,0.3437706656851932,30,1177,967
836,0.34597900645047897,4,2110,3366
837,0.33638361310917414,16,3217,4267
838,0.33199138762368763,4,3366,3510
839,0.33638013893759805,4,3510,3217
840,0.3339779536920212,32,7328,7472
841,0.3391015060315128,17,618,2042
842,0.33337830460447715,1,2661,2215
843,0.33384254871234015,18,1962,3209
844,0.32908123468872275,37,2471,3840
845,0.33031396534912216,36,5832,7182
846,0.3328191359361936,6,3087,2874
847,0.33685970094346684,21,1057,6332
848,0.33562091533430594,19,875,1822
849,0.33314604350456434,32,7472,2887
850,0.32353046504694927,15,6907,659
851,0.32091921510757754,26,4001,1692
852,0.3241055157669619,12,2536,807
853,0.33048696920123133,31,4427,3784
854,0.32711875924818357,34,1330,2541
855,0.3247940219688285,26,1692,2624
856,0.32543938036397646,16,4267,3705
857,0.33362576840468333,15,659,7190
858,0.33722602884393305,37,3840,1622
859,0.3413618977958184,30,967,1397
860,0.3360556537093805,13,3310,3372
861,0.3266873190684734,15,7190,4267
862,0.3315410109761229,18,3209,3451
863,0.33152670196457934,14,2648,2263
864,0.3266720341085664,12,807,1304
865,0.3294878798966527,21,6332,761
866,0.3313651553174598,3,3802,6122
867,0.3326950222589863,38,1168,1034
868,0.3349211779287658,15,4267,3951
869,0.3331384282773069,30,1397,1329
870,0.3348211344684468,30,1329,6837
871,0.32913454700323563,38,1034,2576
872,0.3280911541705382,37,1622,3066
873,0.33168523867886,39,2641,7188
874,0.33342541555179245,2,122,1239
875,0.32396539983552164,4,3217,2393
876,0.3221951211957139,36,7182,198
877,0.3290531889153079,24,2009,3287
878,0.3261078547171287,1,2215,2010
879,0.3240755275583119,3,6122,4073
880,0.32739673299315053,1,2010,5975
881,0.3270950035846538,9,4132,1551
882,0.32501763336929296,19,1822,249
883,0.33431622862401494,22,1856,1397
884,0.33072571194819433,31,3784,4475
885,0.32695591626337334,39,7188,2637
886,0.3245171161528557,14,2263,1730
887,0.3258123348651555,26,2624,4206
888,0.3122671587531316,6,2874,2554
889,0.3185705353923052,8,2162,7330
890,0.3142859603036381,21,761,7107
891,0.31795782419271307,31,4475,876
892,0.32724422892704363,34,2541,2446
893,0.3277983972531092,38,2576,2076
894,0.32934206894790286,35,909,691
895,0.33030323156574504,15,3951,2437
896,0.32952524957600204,32,2887,2820
897,0.32554963635340173,25,743,2757
898,0.32547245240724526,39,2637,1893
899,0.3249960252776974,37,3066,2050
900,0.3288640186835545,14,1730,752
901,0.3279979196599439,35,691,3578
902,0.33372343022329726,31,876,810
903,0.33701369658711455,28,1226,3873
904,0.33714967640934207,12,1304,384
905,0.3360264825505843,37,2050,1787
906,0.33526271315469314,20,3601,2879
907,0.32341735157345997,23,6758,3533
908,0.32454214282097793,6,2554,1442
909,0.32150505651854433,31,810,591
910,0.3163922553540287,24,3287,2642
911,0.3192703227868991,38,2076,973
912,0.3220899287029658,20,2879,1056
913,0.31972915816846165,22,1397,2148
914,0.32019837619888664,7,558,816
915,0.3189173463471302,20,1056,2693
916,0.31679790385914247,37,1787,5335
917,0.32046214929203565,16,3705,908
918,0.31952417943274347,38,973,3495
919,0.31625166848330727,39,1893,3071
920,0.30872051599286987,34,2446,2095
921,0.31189170012403644,5,2455,630
922,0.30615504666963844,17,2042,2330
923,0.3157249291374796,14,752,6760
924,0.31688817300875616,39,3071,751
925,0.3239574678226005,8,7330,1683
926,0.32042022782798485,28,3873,6339
927,0.3180554407256355,15,2437,7256
928,0.3170698391825358,1,5975,3955
929,0.3242797298001948,36,198,617
930,0.32316020039619164,4,2393,3802
931,0.33336168792808407,37,5335,2590
932,0.33636086546714616,6,1442,6046
933,0.3410135167708044,34,2095,2110
934,0.3415528839649886,22,2148,2149
935,0.33991407487680203,39,751,5263
936,0.3353405946702924,2,1239,1369
937,0.3378122542563179,31,591,1240
938,0.33362487536622576,7,816,4556
939,0.3408630491776826,7,4556,3146
940,0.3396725003223658,3,4073,2458
941,0.3387881833957599,21,7107,7037
942,0.343499985988479,33,5416,3643
943,0.33465616221548466,14,6760,815
944,0.32428873205217423,37,2590,3558
945,0.33162706994154234,12,384,2377
946,0.3415549088526421,21,7037,6689
947,0.3329356554031339,8,1683,2442
948,0.33965433051870203,38,3495,1543
949,0.33904341877850197,18,3451,1537
950,0.34083328126159296,18,1537,1322
951,0.339030948552697,7,3146,526
952,0.33673896172995754,15,7256,874
953,0.33989315025562233,22,2149,2946
954,0.34299551908996423,31,1240,7261
955,0.3337711409822422,33,3643,821
956,0.3295887468291138,24,2642,2000
957,0.3239474483844592,34,2110,7180
958,0.32278866801986855,8,2442,2099
959,0.3219769929284302,15,874,4073
960,0.32026059486948727,20,2693,4708
961,0.3224672726320552,1,3955,876
962,0.3241412698038861,9,1551,1937
963,0.333638412175207,37,3558,2040
964,0.3389211833474361,2,1369,3094
965,0.3336935940371844,14,815,2852
966,0.3326960493718361,36,617,3075
967,0.3308604012634389,31,7261,3783
968,0.3334256590885339,8,2099,2578
969,0.3391895598207494,26,4206,7329
970,0.3397258681410236,34,7180,1478
971,0.3436316855314249,4,3802,1115
972,0.3424977462368461,3,2458,2316
973,0.3448662282495409,24,2000,2070
974,0.33963994417844606,37,2040,3951
975,0.33852402209934374,4,1115,972
976,0.33387749347962276,21,6689,2039
977,0.3243475735910267,7,526,4228
978,0.3192201531388544,26,7329,3211
979,0.3249459900356886,32,2820,6754
980,0.3300209997495247,9,1937,742
981,0.33211875411529534,28,6339,1243
982,0.33159521637847233,37,3951,546
983,0.33129233506429484,23,3533,3731
984,0.33205012330425243,19,249,3702
985,0.3319530645538062,37,546,7472
986,0.32612483726762126,17,2330,2300
987,0.3307558105288105,20,4708,2219
988,0.3318924586085904,19,3702,382
989,0.32803954781454675,29,2939,2047
990,0.3300699741316698,23,3731,3811
991,0.33140708422179793,24,2070,7251
992,0.32901399509921453,2,3094,2954
993,0.3320598584446208,19,382,2869
994,0.32451103463118747,35,3578,373
995,0.3244604949316402,32,6754,4133
996,0.32944718086893815,32,4133,6545
997,0.3355805345165309,36,3075,3436
998,0.337378525112281,17,2300,4204
999,0.32623310393731075,30,6837,2158
1000,0.3250206250001249,25,2757,3703
