iter,fitness,moved_station,old_cell,new_cell,layout,allowed_count
87,0.4108055691268936,22,2655,4576,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 1193 4576 2424 2649 3166 4148 1690
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",960
88,0.41349982611519326,21,1193,2655,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 2655 4576 2424 2649 3166 4148 1690
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",963
89,0.4157709715882062,26,4148,1263,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 2655 4576 2424 2649 3166 1263 1690
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",978
90,0.4150052914031761,27,1690,1764,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3573 3077 2655 4576 2424 2649 3166 1263 1764
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",988
91,0.41438062592041247,19,3573,3574,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3166 1263 1764
 4133  733 3811 6406 1178 1858 3652 7051 2027 2182  688 5976]",1000
92,0.4122657089693911,37,2182,2040,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3166 1263 1764
 4133  733 3811 6406 1178 1858 3652 7051 2027 2040  688 5976]",989
93,0.4127694832926342,25,3166,3168,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3168 1263 1764
 4133  733 3811 6406 1178 1858 3652 7051 2027 2040  688 5976]",1006
94,0.41344527948411336,35,7051,6980,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1172 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3168 1263 1764
 4133  733 3811 6406 1178 1858 3652 6980 2027 2040  688 5976]",974
95,0.41391409983077576,12,1172,1243,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1243 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3168 1263 1764
 4133  733 3811 6406 1178 1858 3652 6980 2027 2040  688 5976]",986
96,0.4132173889678823,35,6980,4148,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1243 3592
  767 7038 2091 1299 2591 3574 3077 2655 4576 2424 2649 3168 1263 1764
 4133  733 3811 6406 1178 1858 3652 4148 2027 2040  688 5976]",969
97,0.4111451533915845,21,2655,6908,"[2689 3016 4781 3284 1326 7330 2188 4013  810 2221 6902 2247 1243 3592
  767 7038 2091 1299 2591 3574 3077 6908 4576 2424 2649 3168 1263 1764
 4133  733 3811 6406 1178 1858 3652 4148 2027 2040  688 5976]",954
